,Unigene ID,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDAN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8226,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H322M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
291387,Hs.237642,1.099,0.375,-2.864,0.179,0.105,-0.351,-0.836,-1.92,0.572,0.351,1.766,1.592,0.85,0.918,-1.973,-0.582,-1.193,-0.829,-1.165,-0.488,-0.696,-1.146,-2.762,-3.619,-2.802,-2.972,-2.939,1.238,-0.686,0.317,-0.392,0.314,-0.527,-0.249,-0.375,-0.871,0.116,-0.015,0.386,-1.329,-2.587,0.767,-0.01,-0.402,-1.252,0.415,-1.103,-0.576,-0.455,-1.012,-1.975,-0.138,0.016,-0.739,-0.442,0.427,0.238,-1.344,0.1,-0.58
292339,Hs.172028,-0.929,-0.366,-1.716,-0.644,-0.214,-0.064,0.215,-0.995,-1.074,-0.234,-0.339,-0.817,-0.5,0.295,-0.046,0.339,-0.757,-0.156,0.319,0.06,-0.418,0.741,-0.999,-1.521,0.363,0.303,-0.67,-0.82,-0.368,0.297,0.063,0.363,-0.757,0.378,0.228,-0.109,0.451,1.347,-0.479,0.787,-0.303,-1.754,-0.992,0.324,0.849,0.165,-0.57,0.299,-0.357,-0.353,-0.365,-1.403,0.422,-0.312,-0.024,0.353,0.346,-0.693,0.281,0.753
293925,Hs.524579,-2.238,-3.355,-2.727,-2.406,-3.75,-2.471,-2.52,-2.41,-3.468,-2.563,-2.33,-2.742,-2.586,-2.35,2.635,-0.236,-1.736,-1.979,2.525,1.847,-2.417,-2.678,-1.422,-1.888,-2.629,-2.324,-2.716,-3.135,-1.754,-1.875,-2.221,-1.441,-2.473,-2.003,-3.12,-1.658,-2.26,-2.359,-2.309,-1.953,-3.326,-2.355,-3.024,-4.559,-1.832,-0.065,-3.365,-1.717,-2.955,-3.421,-2.32,-2.885,-1.858,-1.954,-2.487,-2.338,-2.524,-2.889,-2.535,-2.684
293984,,-0.781,-0.148,-0.649,-0.812,0.101,0.511,0.538,2.195,0.439,0.055,0.023,-0.252,-0.148,-0.637,0.78,0.587,0.35,0.269,0.285,0.669,0.709,0.325,0.092,-1.904,-0.457,0.264,0.279,-0.086,0.756,1.251,0.544,1.02,1.862,1.243,0.226,0.757,0.259,-0.091,1.005,2.038,0.224,0.18,1.007,0.072,-0.674,-0.033,-0.02,-0.353,-0.534,-0.301,0.249,-1.023,0.317,0.566,2.037,1.124,0.674,-1.216,1.155,2.046
295564,Hs.99528,1.467,-0.472,-1.347,-1.939,-0.72,-6.111,-6.022,-2.008,0.402,1.467,1.199,1.417,0.996,0.935,-2.83,-4.103,-0.6,-4.971,-4.759,-4.081,-3.806,-4.165,0.801,1.253,-4.225,-3.55,-5.908,0.68,-0.166,-0.453,-2.305,-2.586,-2.064,-2.102,-2.864,-0.641,0.749,0.205,-0.373,-1.141,-0.036,0.671,1.551,1.807,-2.191,-0.6,-1.92,0.774,-0.708,-0.602,1.678,-0.442,-4.712,-1.559,1.617,-2.751,-1.359,-0.289,-0.291,-0.586
296480,Hs.499643,1.314,0.493,-2.196,-0.628,1.51,-5.057,-5.042,0.652,2.027,0.469,0.297,1.669,-1.583,0.822,-0.635,-0.155,-1.987,-1.67,-1.325,-0.557,0.446,0.554,-0.128,-0.355,0.974,-0.001,-0.321,-2.359,-2.556,-1.482,-3.979,-0.35,-5.538,0.127,-5.152,0.388,0.958,-0.557,1.185,-0.027,-0.802,1.014,-1.683,1.895,-0.522,-0.443,1.04,0.633,-0.428,0.447,-1.903,0.733,-0.218,-2.336,0.839,0.978,0.078,-0.534,0.312,0.586
297180,Hs.298654,-1.387,-0.52,-3.161,-0.961,0.311,0.926,0.694,-3.094,-1.644,1.499,-0.731,1.125,0.451,0.229,-3.103,-2.756,-0.259,-0.986,0.011,-0.402,-2.632,-1.307,-2.11,-0.045,-1.324,-0.827,0.354,0.391,0.8,-1.052,-0.534,-1.833,-0.93,-1.405,1.901,0.143,-3.708,-1.335,-0.194,-0.766,0.115,-1.498,0.99,1.744,-0.515,-0.019,-0.761,3.503,-1.034,0.498,-0.41,1.484,-1.222,1.27,-2.017,0.213,1,0.03,-0.934,1.66
297161,Hs.482562,-1.644,-0.295,-3.584,-0.664,0.381,1.246,0.696,-3.022,-1.595,1.409,-0.579,0.982,0.824,0.467,-3.851,-2.341,-0.354,-1.138,-0.319,-0.838,-3.374,-1.228,-2.979,-0.093,-1.446,-0.783,0.383,0.466,1.334,-1.141,-0.202,-1.475,-0.814,-1.397,1.747,-0.083,-3.068,-1.042,-0.282,-1.276,0,-1.236,0.963,1.589,-0.396,1.216,-0.329,3.38,-0.697,0.609,-0.261,1.552,-1.041,1.49,-2.08,0.644,1.038,-0.145,-0.695,1.596
297392,Hs.374950,1.262,0.288,-0.967,1.285,0.409,0.084,0.011,-2.177,0.75,1.463,0.436,0.509,-0.746,-0.595,-1.536,-1.275,1.181,0.008,-1.521,-1.882,-0.569,-1.26,-0.792,-3.947,-1.044,-0.896,-0.916,1.188,0.186,-0.579,-0.345,0.158,-1.884,-0.955,-0.194,-0.494,0.006,1.646,-0.497,-0.132,-0.289,-1.223,0.287,1.027,-1.114,-0.384,0.26,0.515,1.528,0.132,0.615,0.034,0.964,-0.38,2.088,0.601,0.77,0.16,2.027,1.463
301416,Hs.477375,-2.096,1.457,-2.776,-1.252,-0.009,-1.201,-1.54,-1.612,-1.16,2.628,1.679,1.219,3.113,-0.843,-2.8,-2.285,-2.372,-2.093,-2.885,-2.347,-2.679,-2.374,-2.662,-3.009,-3.091,-0.673,-3.696,-1.635,-1.461,-0.797,-0.444,-1.126,-1.424,-1.339,-0.373,0.171,-1.192,-0.44,-2.085,-2.065,-0.674,-2.446,1.143,1.375,0.437,-0.556,0.132,-1.308,-0.852,-0.627,-0.458,-1.14,0.762,0.965,1.925,1.605,-0.2,-1.195,1.273,3.171
301776,Hs.399719,0.054,1.41,-1.773,0.291,0.289,-0.551,-0.846,-0.156,0.655,-0.461,1.098,-0.41,-0.181,-0.197,-1.386,-1.201,-0.663,-1.556,-1.618,-1.495,-0.09,-1.202,0.414,-1.126,-1.9,-0.652,-0.088,0.673,-0.793,-1.37,-1.521,-0.495,-1.32,-0.69,-0.454,0.3,0.046,0.645,-0.652,-1.021,0.552,0.81,0.832,0.212,-0.505,-0.337,0.705,-0.176,0.805,0.47,0.675,-0.623,0.106,0.127,0.731,-0.218,1.026,0.368,-0.543,0.648
302936,Hs.534141,-0.225,-0.192,1.03,0.973,0.39,-0.065,-0.082,0.077,0.087,-0.204,0.267,-0.385,-0.495,0.597,0.309,0.295,0.739,-0.021,0.129,1.431,0.868,0.374,1.24,0.922,0.016,0.099,1.003,0.792,0.063,-0.021,-0.171,-0.268,0.178,0.006,0.017,-0.078,-0.904,-0.034,-0.296,-0.013,1.675,0.297,0.768,0.828,0.435,0.412,-0.551,-0.191,-0.093,-0.832,0.699,-1.398,-0.603,-0.094,0.834,0.272,-0.449,0.856,1.597,-0.147
305455,Hs.1706,1.497,1.326,-0.887,1.191,-0.535,-0.103,-0.181,-0.107,-0.651,0.626,1.612,0.218,1.201,0.778,-0.796,-0.178,-0.238,-0.246,1.126,-0.339,-0.727,-1.096,-1.616,-1.103,-1.034,0.527,1.192,0.331,0.742,0.579,0.295,0.374,-0.379,0.183,0.409,0.346,0.599,0.651,1.386,0.099,0.26,1.249,0.775,1.614,0.471,0.356,0.829,0.637,0.667,0.377,0.024,-0.554,0.424,0.872,0.462,0.918,1.479,-0.08,1.715,0.839
305301,Hs.278627,-0.609,0.49,0.642,-0.386,0.028,-0.053,0.364,0.473,-0.815,0.572,0.04,0.767,0.578,-0.287,-0.407,0.446,-0.09,0.717,-0.635,-0.928,-0.255,-1.753,-1.474,-0.781,-1.358,-0.308,-2.15,0.018,-0.534,0.719,-0.387,0.624,0.019,0.284,0.25,0.71,1.434,-0.556,0.723,0.553,1.09,1.412,0.287,0.951,0.121,0.702,0.768,0.213,-0.427,1.173,0.234,-0.192,0.15,0.666,0.452,0.881,0.405,0.535,0.359,0.065
305470,Hs.512635,-0.211,-1.558,-0.401,-0.115,0.198,-0.421,-0.583,0.079,-1.125,-0.179,-0.072,-0.166,0.067,0.472,0.087,-0.781,-0.236,0.242,0.224,-0.342,0.767,0.901,1.387,0.347,0.619,0.239,-0.876,0.407,0.362,-0.938,0.416,0.281,-0.874,0.021,-1.256,-0.814,-0.5,-0.182,-0.518,-0.732,-0.306,1.861,-1.393,0.164,-0.329,-0.124,-0.611,-0.417,0.022,-0.639,-0.496,0.424,-0.612,-0.583,-0.483,0.549,0.375,-0.8,0.485,-0.316
305284,Hs.132513,-1.403,0.409,-2.092,-0.069,0.918,-0.652,-0.667,0.557,1.085,-0.53,-0.925,0.538,-0.011,0.713,1.082,0.985,-0.225,-0.243,0.714,1.073,0.979,-0.723,0.664,-1.343,-1.12,0.127,-0.674,-0.273,0.074,-0.969,-0.187,1.952,0.728,-0.006,0.419,0.059,0.824,0.479,-1.824,0.764,0.498,-0.502,-0.066,-0.49,-0.673,0.863,-1.131,0.454,-0.429,-0.4,-0.793,-0.306,-0.807,0.824,0.773,0.202,0.369,0.041,-0.805,1.232
305890,Hs.287749,-0.145,0.17,-1.13,-1.695,-0.539,0.334,-0.023,1.919,-1.451,-0.392,-1.161,-0.532,-0.443,-0.37,-0.298,0.606,-0.233,0.222,-0.06,0.495,-0.318,-1.057,-0.324,-0.759,-1.287,0.102,-2.609,-0.689,0.072,-0.666,-0.048,0.366,0.24,0.3,0.055,-0.993,-0.343,0.242,-1.212,1.02,-1.049,0.115,-0.514,-1.728,0.05,-0.056,2.065,-0.764,-3.318,1.463,0.173,0.125,-0.576,-0.992,-0.844,-0.982,-0.229,0.121,-1.085,0.873
305865,,-0.16,-2.035,-1.445,-0.25,-0.535,-0.606,-0.648,-1.111,-2.115,-0.265,-0.606,-0.29,-0.875,-0.521,0.199,-0.754,-1.039,0.407,-0.626,0.006,-0.326,-0.071,1.409,0.454,-0.116,-0.84,-0.92,-0.636,-1.068,-0.188,-0.993,-1.494,-1.949,-0.811,-1.141,-0.519,-0.553,-0.145,-0.374,-0.632,0.663,0.144,-0.84,0.078,-0.751,0.021,0.38,-1.134,-0.223,-0.886,-0.297,-0.004,-0.596,0.273,-0.519,0.893,-0.154,-0.479,-0.06,-0.511
305949,Hs.166463,-0.24,-1.787,-1.258,-0.125,-0.246,-0.534,-0.785,-1.086,-1.729,0.115,-0.74,-0.378,-0.289,-0.237,-0.082,-1.043,-0.975,0.203,-0.207,-0.221,-0.147,-0.164,1.522,0.32,-0.316,-0.194,-0.756,-1.034,-0.439,-0.36,-0.998,-1.531,-1.583,-0.652,-1.323,-0.454,-0.219,-0.198,-0.179,-0.827,0.634,0.379,-0.849,-0.412,-0.345,-0.257,0.094,-1.067,-0.184,-0.788,-0.383,-0.27,-0.724,0.144,-0.375,0.556,-0.067,-0.824,-0.106,-0.727
307220,Hs.323583,-0.613,-1.418,-1.728,-2.053,-1.488,2.824,2.252,1.411,-3.123,0.075,1.652,2.436,2.412,1.998,-1.624,1.001,-1.537,-2.615,0.919,0.944,0.813,-1.072,-0.537,-0.576,-1.475,-2,-2.436,-0.703,0.081,0.43,-0.835,-0.064,1.07,0.712,1.888,-1.729,1.422,-1.787,-1.782,-0.543,2.789,-1.421,-1.765,0.757,-0.984,-0.932,-0.746,-2.217,-1.748,-0.994,-1.765,-0.251,0.296,0.228,-1.78,1.633,1.679,-4.327,-0.228,-1.399
309395,Hs.437241,1.851,2.431,-1.744,-1.57,-2.637,-0.889,-1.092,-1.966,4.082,1.476,-0.103,1.561,1.179,0.951,-2.272,-1.477,-2.056,-1.891,-2.084,-1.802,-2.085,-2.042,-1.509,-2.567,-2.445,-2.005,-1.561,-0.383,-1.674,-0.757,-2.056,-0.956,-1.335,-1.123,-1.964,-1.197,-1.814,-0.718,-1.712,-1.53,-0.745,-1.065,-2.124,-2.243,-1.573,-2.253,-2.311,-1.738,-1.997,-2.124,-2.017,-1.108,-1.874,-1.529,0.711,-1.322,-1.858,-0.55,-2.029,-2.109
310021,Hs.14623,-0.999,1.481,1.389,-0.749,-1.044,0.152,-0.02,-0.935,-3.392,0.508,0.263,-2.728,0.122,-2.016,0.761,1.563,0.65,0.715,-0.38,-0.448,0.085,-2.34,-1.423,0.679,-1.632,2.577,2.116,-1.385,-1.558,-0.627,-0.997,-1.059,-0.913,-1.226,-0.091,-1.274,-0.68,-2.157,0.017,-0.726,-0.559,-0.672,-1.528,-0.926,0.476,0.522,0.717,-1.117,-1.432,-1.965,-1.033,0.011,-0.503,-0.806,-1.485,-1.76,0.818,-1.623,0.552,-1.816
310406,Hs.512234,-0.025,2.505,-2.11,0.498,-0.915,-2.776,-2.94,-2.261,-0.705,-0.116,0.458,-0.21,-0.937,-0.907,-1.191,-1.632,-1.961,-3.011,-1.729,-2.772,-2.436,-1.982,-1.249,-1.101,-1.816,-1.722,-2.543,0.449,-1.965,-1.802,-1.296,-1.883,0.632,-1.712,-2.276,-0.747,-1.502,-2.377,-2.262,-1.963,2.073,-2.933,-0.862,-1.859,-2.026,-1.548,0.162,-3.097,0.213,-1.201,-1.132,-0.972,0.044,-0.226,0.072,-0.058,3.351,0.188,3.156,-0.135
310449,Hs.477866,0.255,1.615,-1.933,-0.715,-1.776,-1.206,-1.472,0.028,-0.34,0.737,1.777,0.478,2.051,1.69,-1.813,-2.139,-2.013,-0.658,-2.851,-3.915,-3.791,-4.53,-3.459,-3.444,-4.639,-1.022,1.416,-0.199,-0.311,-2.501,-2.003,0.209,-1.467,-1.585,-1.199,0.712,0.253,1.965,-1.385,-0.732,-1.382,-4.665,1.436,-0.914,-2.511,-0.962,-1.303,-1.138,-0.11,-2.111,0.989,-0.825,0.912,0.635,-1.234,0.666,1.694,-2.607,-0.463,-0.053
310744,Hs.368986,0.24,1.483,-1.763,0.464,0.243,-1.029,-1.314,-0.159,1.07,-0.606,0.879,-0.648,-0.31,-0.242,-2.171,-1.243,-0.133,-1.43,-2.125,-1.132,-0.208,-1.853,0.12,-1.851,-2.164,-2.781,-0.103,0.747,-1.204,-1.052,-1.265,-0.981,-1.607,-0.808,-0.52,0.442,0.111,0.603,-0.475,-0.165,-0.229,0.889,0.99,0.769,-0.254,-0.435,0.563,0.01,0.938,0.727,1.275,-0.382,0.374,0.325,0.791,0.339,0.969,0.845,-0.629,1.113
321374,Hs.517962,0.496,0.836,-0.299,0.28,0.858,1.928,2.21,1.488,0.957,0.299,0.217,0.403,1.329,0.313,0.4,0.198,-0.158,0.046,0.134,-0.284,0.122,0.177,0.203,-1.118,-0.719,1.206,-0.866,-0.126,0.704,1.546,-0.097,0.877,-0.018,0.816,1.221,-0.78,0.519,-0.772,-0.125,0.235,1.456,0.532,-0.76,1.775,0.064,-0.045,0.353,-0.313,-0.404,-0.557,0.16,0.502,-0.412,0.124,-1.09,-0.434,-0.064,-1.522,-0.22,0.528
321999,Hs.257761,-1.443,-0.286,1.087,-0.363,-1.778,1.471,1.105,-0.071,-0.856,0.05,-0.385,-0.111,0.187,1.021,0.264,-0.846,-0.493,0.156,-1.418,-0.949,-1.488,-1.714,-3.489,0.176,1.336,1.605,-1.283,0.184,0.222,1.051,1.823,1.765,0.839,-0.421,1.367,-0.343,0.177,0.884,-1.848,-0.658,0.085,-0.781,-1.712,-1.947,-0.918,-0.371,-0.404,-0.715,-0.401,-1.324,-1.057,0.353,-0.322,-0.143,-1.244,0.18,-1.189,0.275,-1.019,-0.522
322138,Hs.370365,-0.1,-0.152,-0.088,-0.748,-0.125,0.555,0.594,0.659,0,-0.743,0.852,0.936,-0.597,0.008,-1.281,-1.37,-1.232,-0.582,-0.687,-0.078,-0.928,-0.192,-1.821,1.573,-1.575,-2.473,0.968,-0.269,0.585,-0.425,-0.559,-0.19,-0.062,-0.836,0.427,-0.343,-0.689,-1.047,-0.872,-0.275,-0.244,-0.764,0.789,0.754,-0.461,0.887,-0.043,-1.36,0.188,-0.017,-0.101,0.183,-0.157,-0.337,-0.636,0.144,0.654,-0.495,-1.638,-0.838
322537,Hs.302738,-1.07,-1.748,1.378,0.448,-0.931,1.229,1.36,-1.357,-1.135,-0.568,0.218,-1.244,-0.271,-1.363,-1.504,-1.548,-1.028,-1.479,-3.182,-1.199,-1.789,-1.189,-0.611,-2.032,-1.242,-2.057,-1.456,-1.077,0.666,0.672,1.006,0.715,1.562,0.643,1.99,-0.717,0.653,-1.788,-0.814,-0.403,-0.217,-0.429,-0.854,-1.367,2.019,-0.194,2.269,-0.937,-0.716,1.963,-0.605,-0.523,0.612,0.722,0.364,-0.323,0.266,-1.137,0.15,0.254
323204,Hs.530381,-0.503,0.855,-0.171,0.907,-0.266,2.043,2.081,-0.418,0.579,0.717,0.765,0.524,0.256,0.277,0.442,0.225,1.11,0.515,-0.059,1.203,0.902,1.074,0.21,-0.636,-0.273,2.344,-0.06,-0.346,1.568,1.438,1.252,1.041,1.553,1.186,1.46,0,0.216,-0.371,0.889,0.572,0.316,-0.048,1.069,0.348,0.499,-0.336,-0.064,1.319,0.99,-0.317,0.887,0.041,-0.471,-0.225,0.346,0.754,-0.686,1.195,0.206,-0.116
323572,Hs.91389,-3.184,-0.776,-3.43,0.74,-0.31,0.873,0.574,-0.288,0.406,0.167,1.609,0.147,0.198,0.453,0.079,0.304,0.105,0.242,-1.469,-2.782,0.251,0.399,-0.255,0.46,0.482,-1.686,-0.535,1.023,0.208,1.015,1.392,1.27,1.172,0.142,0.931,-0.065,-0.153,-3.277,-0.684,0.691,1.179,-3.131,-0.16,0.567,-3.244,0.236,-0.456,-0.055,0.026,-1.791,-0.303,-0.555,-0.546,0.629,-0.451,0.623,0.412,0.746,-1.178,0.319
323379,,0.657,0.903,-0.427,-0.879,0.713,0.443,0.139,-0.473,0.174,0.581,0.931,0.037,1.509,0.098,-0.526,-0.127,-0.387,-0.211,-0.281,0.102,0.456,-2.806,-1.213,-0.971,-3.549,-0.535,0.169,-1.19,1.14,0.411,0.484,0.407,0.376,-0.29,1.08,0.497,0.612,0.851,0.799,0.622,0.592,0.601,0.164,1.402,-0.513,-0.296,-0.041,0.01,-0.687,0.391,0.143,0.718,0.373,1.118,0.24,0.633,1.01,0.069,0.11,0.231
323946,Hs.547552,1.93,1.544,0.136,-1.871,-2.005,-0.391,-1.946,-0.313,0.102,0.451,1.622,1.834,0.58,1.139,-2.593,0.808,0.367,-0.161,-3.81,0.045,-3.129,-1.45,-3.631,-2.278,-0.564,-2.274,-1.996,0.798,-0.947,-1.127,-0.609,0.74,-2.352,-0.629,0.099,1.256,1.729,0.542,1.909,-0.729,-0.424,3.226,1.294,-1.618,-1.021,0.696,-0.078,-1.565,-1.115,-1.386,0.449,-1.633,0.348,1.163,-2.055,-0.072,-0.028,-2.142,-0.026,0.049
323812,Hs.18426,0.294,0.231,0.751,-0.108,-1.36,-0.834,-1.218,0.389,-1.183,-0.025,0.48,-1.794,-0.005,-0.765,0.173,0.715,0.713,0.349,0.728,1.546,-0.104,-0.552,-0.228,0.477,-0.481,0.292,-1.103,-1.086,-1.39,-0.87,-0.661,-0.689,-1.181,-0.51,0.109,0.081,0.1,-0.764,1.474,0.557,-0.221,0.076,0.263,-0.319,-0.133,-0.412,-0.407,0.164,-0.518,-0.67,0.444,1.041,0.91,0.287,0.277,1.281,-0.248,-1.04,0.15,0.228
324073,Hs.65436,0.067,1.764,-2.05,0.019,-1.343,-1.511,-1.589,-1.408,0.895,0.525,1.478,-0.87,1.875,1.124,-1.206,-1.023,-0.871,-1.631,-0.806,-0.901,-1.06,-2.672,-1.899,-1.69,-2.264,-0.455,-1.251,-0.398,-1.145,-0.337,-1.588,-1.406,-1.218,-1.583,-1.878,-1.373,-1.458,2.002,-1.384,-1.868,-0.581,-2.077,-0.549,-0.973,-1.434,-0.911,0.012,-0.524,-0.404,-0.251,-1.273,-0.28,-0.223,-1.283,-1.317,-0.933,0.403,-0.963,-1.504,-0.381
324636,Hs.443687,-1.093,1.769,-3.4,1.861,-1.146,0.089,-0.238,0.457,1.107,-0.343,-1.132,-0.105,-1.255,-0.836,-0.36,-2.384,-1.047,-1.868,-1.749,0.108,-1.39,-3.292,-3.464,-2.266,-3.136,-2.742,-3.615,-0.021,-0.291,-0.943,-1.096,0.156,-2.481,-1.136,0.635,-1.393,-1.65,1.728,-0.503,-0.443,-3.102,-3.299,0.706,-1.355,-1.575,-0.871,-1.104,-0.246,2.238,0.374,-0.702,-1.535,-0.247,0.431,0.786,0.809,-0.328,0.555,0.619,0.883
324655,Hs.126256,-4.524,-2.201,-4.365,-4.067,-7.081,-5.792,-5.152,-3.968,-3.857,-2.173,-5.718,-4.76,-4.087,-3.667,-4.25,-4.145,-4.368,-4.374,-4.789,-3.59,-5.028,-3.777,-3.631,-4.865,-4.997,-3.733,-4.842,2.67,-3.874,-4.104,-3.888,-2.587,-5.278,-3.35,-4.484,-2.441,-4.382,-3.197,-4.707,-3.917,-3.908,-4.78,-2.521,-3.739,-4.546,-2.326,-3.452,-4.552,-3.486,-4.556,-3.949,-3.429,-4.302,-3.985,-3.558,-3.515,-4.353,-5.903,-3.585,-4.306
324386,Hs.134587,0.016,0.975,-1.844,0.696,-0.933,-2.211,-2.079,-1.177,-0.141,0.237,0.152,-1.182,0.33,-0.49,-1.041,-0.93,0.899,-0.967,-0.876,0.461,0.086,-1.158,-1.1,-1.523,-1.215,0.58,-1.659,-0.432,-0.006,0.522,-0.53,0.493,0.199,0.031,0.265,-0.064,0.226,-0.146,-0.799,-0.616,0.544,-1.038,-0.367,0.046,1.138,0.021,-0.706,0.408,0.103,-0.82,-0.525,-1.246,0.028,0.034,0.945,0.172,0.719,-1.272,0.995,0.413
325311,Hs.173464,-0.445,-2.082,-1.602,1.015,-1.616,-2.061,-2.161,-1.945,0.335,0.502,-1.125,1.325,-1.668,1.411,-1.599,-0.893,-1.034,-1.645,-2.027,-0.735,-1.925,-1.95,-0.888,-1.075,-1.88,-0.964,-1.748,-1.199,-1.652,-1.739,-2.053,-1.908,-1.592,-1.76,-2.062,0.673,-1.925,1.186,0.143,-1.563,1.265,0.846,0.71,-1.471,-1.656,-0.107,-1.591,-2.058,0.687,-2.083,1.431,0.307,-0.474,-0.259,-1.254,1.337,-0.583,1.673,0.427,0.777
327111,Hs.152292,0.547,-0.615,-2.735,0.235,-0.171,-0.257,-0.647,0.635,1.415,0.075,1.475,0.681,0.47,0.097,-1.898,-0.27,0.287,-1.944,-0.749,-1.844,0.261,-1.794,-1.837,-0.535,-3.553,-1.229,-2.543,0.376,0.107,0.278,-0.139,-0.572,0.411,-0.385,-2.223,0.772,0.968,0.36,1.567,0.608,0.698,1.853,1.407,1.162,0.15,0.342,-0.391,-0.345,0.963,0.035,0.141,0.958,0.24,-1.588,0.811,1.174,0.422,0.385,-3.062,0.729
327526,Hs.155919,1.726,0.344,-0.025,-0.589,-0.355,-1.21,-1.373,-0.171,-0.195,1.029,0.487,1.005,0.078,0.187,-0.72,0.694,-0.272,0.132,0.599,0.706,-0.072,-0.106,-1.804,-2.598,0.423,-1.438,-1.691,0.052,-1.198,-0.479,-0.792,-0.664,-1.009,-1.72,-0.568,-0.545,0.508,1.026,-0.283,1.005,-0.144,-2.173,1.185,0.376,0.21,-0.17,-0.656,1.01,-0.753,1.654,-0.648,0.534,0.549,-0.088,0.26,-0.763,0.684,-0.927,1.108,1.166
327435,Hs.271510,-0.792,-0.478,0.901,-0.347,-1.003,0.586,0.606,0.237,-1.01,-0.113,-0.336,0.085,-0.04,0.288,0.477,1.302,0.599,0.612,0.432,0.645,0.084,0.063,-0.308,0.594,0.469,-0.113,-0.858,-0.594,0.039,0.286,0.273,0.309,1.709,-0.056,0.11,2.024,-0.074,0.259,-0.03,1.472,1.694,0.342,0.393,-1.19,0.651,0.077,0.223,-0.158,0.029,0.284,1.373,0.227,-0.204,1.074,0.137,0.445,-0.378,-0.396,0.315,-0.151
343586,Hs.442657,0.461,1.423,-2.917,-0.999,-0.454,-0.024,-0.067,-2.256,-0.465,-0.223,-1.003,-1.122,-1.439,-0.617,-1.621,-1.584,-1.613,-0.95,-0.844,-1.644,-2.582,-3.934,-2.878,-3.211,-4.005,-1.504,-3.472,0.817,-0.248,-0.46,-0.352,-0.319,-4.195,-1.585,1.301,-0.751,-1.257,0.665,-3.017,0.542,-2.007,-3.039,0.031,-2.829,-0.907,-0.113,0.746,-0.292,-0.127,0.152,-0.683,-0.814,-1.199,-0.113,-0.464,-0.564,0.55,-0.432,0.352,-0.143
343981,Hs.530733,0.336,-0.279,-1.395,1.513,-1.562,-3.217,-3.483,-2.991,-1.654,-2.135,0.138,-3.482,-2.075,-2.16,-0.076,0.713,1.209,1.003,-0.663,0.372,0.353,0.965,0.892,-1.104,1.89,-0.488,2.862,0.597,-0.797,0.741,0.323,1.033,2.782,-1.573,2.483,0.657,-0.629,-0.863,0.842,-1.272,0.467,-2.248,0.18,0.531,0.338,-0.163,-1.482,0.881,1.458,0.141,0.318,1.752,1.124,0.73,-0.642,0.964,1.393,0.328,-0.694,0.37
344234,Hs.369840,-0.61,0.272,-1.571,0.322,-1.178,-1.357,-1.2,-1.716,-0.446,0.164,-0.392,-0.455,2.899,-0.158,0.055,-1.686,-1.152,-1.541,-2.083,-1.293,-0.744,0.205,-0.872,-0.873,-1.262,-1.623,-0.575,-0.372,-0.091,-1.328,-1.25,-0.257,-1.229,-0.741,-1.036,-0.471,0.449,0.441,-1.436,-0.918,0.54,0.847,-0.219,-1.42,2.703,0.415,0.683,0.296,-0.267,1.909,-0.876,-0.009,1.445,-0.122,-0.253,-0.728,1.226,-0.541,-0.128,-0.207
344786,Hs.117825,-0.109,-1.384,0.115,-1.171,0.56,-0.607,-0.298,-1.385,-0.421,0.369,0.317,-0.459,-1.25,0.519,1.699,0.502,0.049,0.512,1.629,0.838,-0.056,-0.285,0.369,-0.753,0.152,0.012,0.824,-0.421,0.263,0.487,-0.573,0.308,-0.173,0.022,-0.606,-0.013,-0.157,-0.029,-0.714,-0.083,0.243,-0.255,0.499,0.943,0.142,-0.551,-0.447,0.187,-0.685,0.568,-0.21,0.118,-0.922,0.047,-0.12,0.526,0.523,-0.939,-0.626,0.796
344774,Hs.180062,-0.042,-0.163,-2.837,-0.068,1.091,0.8,0.815,-0.454,-0.013,0.965,0.724,-0.468,0.927,-0.031,0.597,0.685,-1.761,-0.216,0.906,-0.371,-1.426,1.412,0.774,-3.112,1.06,0.557,1.692,0.38,1.099,0.209,0.124,0.016,-0.36,-0.007,-0.244,-1.116,-0.713,1.253,-0.834,-1.648,1.006,-2.556,-0.173,-0.023,-1.789,-0.71,-0.866,-0.408,-0.626,0.328,-0.647,-0.946,0.471,1.008,0.979,0.697,1.1,1.334,-0.217,0.517
